"","prod_name","title","reviewer","review","date","ratings","type_of_purchase"
"100","bandai hobby - gundam wing: endless waltz - gundam heavyarms (ew),bandai mg","brrrrrrttttttt","jesse","mobile suit gundam wing was the first taste of the gundam franchise for many in north america the heavy arms has always been a fan favorite fairly straightforward build with little to complain about the gatling gun is a little heavy for the arms to hold in dynamic poses color separation is pretty spot on with plenty of room for added detail definitely a worthy addition to my shelf",2020-12-01,4,"verified purchase"
"101","bandai hobby mg gundam 1/100 kyrios",NA,NA,NA,2021-01-11,4,"verified purchase"
"102","bandai hobby mg gundam 1/100 kyrios","promette bene","riccardo g","consegna puntuale e scatola integra siamo a met montaggio e promette bene sia nei dettagli che nella mobilit",2021-01-13,5,"verified purchase"
"103","bandai hobby mg gundam 1/100 kyrios","amazing","tyson",NA,2021-10-08,5,"verified purchase"
"104","bandai hobby mg gundam 1/100 kyrios",NA,"tyson",NA,2020-09-07,5,"verified purchase"
"105","bandai hobby mg gundam 1/100 kyrios","love this kit",NA,"the media could not be loaded                                                                                    absolutely love this kit kyrios is one of my fav gundams from  and this kit is great",2024-02-23,5,"verified purchase"
"106","bandai hobby mg gundam 1/100 kyrios",NA,NA,NA,2021-01-01,5,"verified purchase"
"107","bandai hobby mg gundam 1/100 kyrios","super solid master grade","alex baker","if you want an affordable master grade this is your goto took a bit to assemble but the end result was worth it picture doesnt do it justice but this kits range of motion is insane considering its arms are done differently than most mgs its little gimmick is badass too i would recommend a stand im waiting on a stand so i can fully pose it to my hearts desireif you want a budget gundam grab this dude",2021-03-03,5,"verified purchase"
"108","bandai hobby mg gundam 1/100 kyrios",NA,"alex baker","mgmgmg",2020-06-02,5,"verified purchase"
"109","bandai hobby mg gundam 1/100 kyrios","missing action figure",NA,"just arrived looks fun to make but we were disappointed that its missing the action figure promised on side of box",2021-01-05,5,"verified purchase"
"110","bandai hobby mg gundam 1/100 kyrios","love it","alex d","a beautiful recreation of the suit from the show holds together wonderfully very sturdy construction for a model that can transform to a flight form a fine addition to my collection and im excited to get the rest of the first season suits from ",2022-04-18,5,"verified purchase"
"111","bandai hobby mg gundam 1/100 kyrios",NA,"cy","mg",2020-06-11,4,"verified purchase"
"112","bandai hobby mg gundam 1/100 kyrios","review","jason","had a blast building",2023-08-10,5,"verified purchase"
"113","bandai hobby mg gundam 1/100 kyrios","how it is","nathan payne","the model kit was a joy to assemble it is not a model kit for beginners you need to have a bit of experience with model kits i like the ship mode of it and i like all the weapons with it in the picture has its melee weapons but it has  rocket launchers and a blaster and a shield thing with a knife overall i would recommend it to those who has lets say have done  model kits and not messing up on it",2021-07-08,5,"verified purchase"
"114","bandai hobby mg gundam 1/100 kyrios","nice kit","nathan payne","all good",2023-03-06,5,"verified purchase"
"115","bandai hobby mg gundam 1/100 kyrios","i adore this kit","my self","i absolutely adore this kit it is very posable and solid especially after painting the original orange looks really good actually and looks nothing like the cheese color showed in the amazon picture transformation into jet mode is easy and looks amazing i just wish the rocket pods could open and had warheads inside also effect parts wouldve been great thats nit picking though this kit is amazing",2021-04-27,5,"verified purchase"
"116","bandai hobby mg gundam 1/100 kyrios","amazing mg gundam great flexibility","antonio","the mg  series is simply amazing if you dont have the time or tools for painting as more intense gundam hobbyists do this kyrios looks great as an out of the box build additionally these newer kits have sturdier frames and intense range of movement and posing potential without stands or super glue i got it in the  range and its definitely worth it",2020-12-06,5,"verified purchase"
"117","bandai hobby mg gundam 1/100 kyrios","amazing kit for any stage of builder highly recommend","antonio","what can i say i love this kit ive bought both seven sword and stratos but this kit takes the cake this kit sits above both of them as in articulation very posable and if a little more work is done ie adding the details and a bit of shadow lining this kit pops even more  for me ",2021-02-18,5,"verified purchase"
"118","bandai hobby mg gundam 1/100 kyrios","a fantastic and unique build thats a robot and a plane","sentinos","one of the most enjoyable and unique gundam builds of the year the ability to turn into a space jet is also plus there are a lot of very small decals and faux lights that really require someone experienced so definitely not for a beginner  but everyone else should put this and gundam dynames on their must have list reallt great set",2020-12-15,5,"verified purchase"
"119","bandai hobby mg gundam 1/100 kyrios","awesome","daniel e","awesome master grade gundam and i would buy it again and i recommend it to anyone who is looking for a master grade gundam kit",2022-03-19,5,"verified purchase"
"120","bandai hobby mg gundam 1/100 kyrios","excellent build had a lot of fun the end result is phenomenal","daniel e","hey guys i highly recommend this kit its a great build and the end result is phenomenal this model has great articulation and accessories unfortunately an action base does not come with this one but dont let that stop you from buying this guy",2021-06-26,5,"verified purchase"
"121","bandai hobby mg gundam 1/100 kyrios","kept my boyfriend entertained for a couple days","amazon customer","bought this for my boyfriends birthday he loved it he enjoys assembling things on his free time so gundams are a great option and much cooler than legos in my opinion he said it was very tedious but a good challenge considering its the second gundam hes built",2021-05-01,4,"verified purchase"
"122","bandai hobby mg gundam 1/100 kyrios","great kit","zachary smith","the detail and movement like most the  kits is so so much better than the inbetween grade cant wait to get virtue so i can complete my set i wouldnt recommend any mg for a new builderpainter but like most newer kits pretty easy to build and looks great",2021-03-11,5,"verified purchase"
"123","bandai hobby mg gundam 1/100 kyrios","my son loves to build and display","lidia r castillo","my son loves to build these and display them",2022-08-14,5,"verified purchase"
"124","bandai hobby mg gundam 1/100 kyrios"," of my favorite builds","keith snay"," of my favorite builds so far the gn drive makes for a fun frame to build i wont be transforming to flight mode but i absolutely love thus kit and i cant wait for the release of the next  mobile suit",2021-01-27,5,"verified purchase"
"125","bandai hobby mg gundam 1/100 kyrios","great and fun kit","james d","i was sad when i finished this kit it was so much fun",2021-12-23,5,"verified purchase"
"126","bandai hobby mg gundam 1/100 kyrios","gundams new line of mgs are amazing","joshua t","the shipping kept the box in a near persistent condition then the assemble was so satisfying getting an end result as well designed with an amazing amount of possibilities and poses",2021-02-12,5,"verified purchase"
"127","bandai hobby mg gundam 1/100 kyrios","its a gundam","joshua t","its cool ok thats all you need to know",2022-01-05,5,"verified purchase"
"128","bandai hobby mg gundam 1/100 kyrios","super fast shipping","john","it  arrived a whole week in the half a head of schedule no damage to the package wtat so ever i love the double o series cant wait to put it together its really going to stand out in my collection",2020-06-24,5,"verified purchase"
