"","prod_name","title","reviewer","review","date","ratings","type_of_purchase"
"1385","under armour men's micro g pursuit bp running shoe","bonne chaussure mais pas adapte pour courir trop rigide","greilin tm","trop rigide pour une chaussure de running",2022-12-11,5,"verified purchase"
"1386","under armour men's micro g pursuit bp running shoe","under armor micro g pursuit bp","diakite mohamed","they are very comfortable and the same as the photographs i use them to train in the gym and they seem perfect",2023-04-12,5,"verified purchase"
"1387","under armour men's micro g pursuit bp running shoe","under armour","valeria","the media could not be loaded                                                                        excellent",2021-06-01,4,"verified purchase"
"1388","under armour men's micro g pursuit bp running shoe","smart light comfortable shoes","mugurel vladut ion","great shoes at a great price they were bought for my son specifically fordriving and for the gym only so i cant make a comment on how they perform as running shoes my son is very happy with them and would definitely recommend",2023-02-23,5,"verified purchase"
"1389","under armour men's micro g pursuit bp running shoe","comfy","janey smith","nice and comfortable due to the half size",2021-03-09,5,"verified purchase"
"1390","under armour men's micro g pursuit bp running shoe","rubbish","akboy","horrible to wear throw in bin",2023-11-30,5,"verified purchase"
"1391","under armour men's micro g pursuit bp running shoe","very hard rubber sole waist of money","narinder kumar","i ordered this items but i did not like it very low material do no want to use amazon again",2021-06-21,4,"verified purchase"
"1392","under armour men's micro g pursuit bp running shoe","fantastiche","valeto","cercavo una scarpa per lunghe camminate e corsa occasionale senza spendere eccessivamentela qualit del brand  nota e io personalmente adoro under armour e allettato dal prezzo ho deciso di provarle  tramite le indicazioni descritte per scegliere la taglia ordinata subito quella giustaappena calzate un guanto comode leggerissime calzabilit ottima camminarci  un piacere e se poi ci si aggiunge il prezzo eccezionale non si pu che essere super soddisfattiinfatti le ho ordinate anche per altre due persone entrambe super soddisfatte",2023-03-06,1,"verified purchase"
"1393","under armour men's micro g pursuit bp running shoe","excellent product","amazon customer","this is a fantastic fitting shoe color is awesome too  great price ",2019-09-10,5,"verified purchase"
"1394","under armour men's micro g pursuit bp running shoe"," weeks old falling apart","bobbyw"," weeks old the black sole is already coming off on one shoe at the heel end",2023-11-09,5,"verified purchase"
"1395","under armour men's micro g pursuit bp running shoe","zitten lekker comfortabel maar dat gepiep bij elke stap","bobbyw","een paar van deze schoenen aangeschaft ivm staandlopend beroepal na een paar uur begonnen deze schoenen te piepen bij elke stap ik weet niet wat er voor verantwoordelijk is het type vloer maakt niet uit straatstenen marmer in een winkelcentrum betonnen trappen altijd elke stap een piephier kan je gewoon niet mee rondlopen tenzij je op het strand of in de duinen je rondjes loopt",2023-08-16,1,"verified purchase"
"1396","under armour men's micro g pursuit bp running shoe","nice shoes","jd","i like it",2020-02-18,1,"verified purchase"
"1397","under armour men's micro g pursuit bp running shoe","under armour un marchio una certezza","shilpa jumanal","perfette bellissime comode n  calzano perfette sentivo vari recensioni che dicevano di prendere mezza o addirittura un misura in pi preso il mio numero e ho fatto bene",2023-12-17,2,"verified purchase"
"1398","under armour men's micro g pursuit bp running shoe","great shoes","cliente amazon","perfect fit and very comfortable right out of the box  nice looking as well",2019-11-14,5,"verified purchase"
"1399","under armour men's micro g pursuit bp running shoe","lightweight comfortable trainers","lyndy","excellent trainers from under armour as usual",2021-04-05,5,"verified purchase"
"1400","under armour men's micro g pursuit bp running shoe","received","djspeed","value for money",2021-01-08,5,"verified purchase"
"1401","under armour men's surge 3 running shoes","worth buying","vishnu pakkath suresh","very comfy while walking loved the shoes",2022-06-04,4,"verified purchase"
"1402","under armour men's surge 3 running shoes","excelente producto buena calidad","romulo garcia rios","los tenis son muy cmodos confortables buena calidad y precio",2024-01-11,4,"verified purchase"
"1403","under armour men's surge 3 running shoes","fits the size perfectly","vinay","great for walking and looks good i use every day for daily walks",2023-10-31,5,"verified purchase"
"1404","under armour men's surge 3 running shoes","under armour sempre una garanzia","ghost in the jar","secondo paio di scarpe che compro risultano sempre buone per praticare sport lievemente strette al primo uso ma si adattano in fretta alla forma del piede consigliate",2023-07-22,4,"verified purchase"
"1405","under armour men's surge 3 running shoes","decent sneaker great price","callie","size fit as expected quality as expected for the price range color was accurate with pictures typical ua sneaker",2024-01-15,4,"verified purchase"
"1406","under armour men's surge 3 running shoes","trs bien","stephanie saumier","bonne grandeur  trs confortable",2024-02-10,4,"verified purchase"
"1407","under armour men's surge 3 running shoes","trs confortable","arnaud f","bon amorti et bon confort parfait pour du running et autres sports",2023-07-11,5,"verified purchase"
"1408","under armour men's surge 3 running shoes","calzano perfette","massimiliano","molto comode e carine",2023-10-29,5,"verified purchase"
"1409","under armour men's surge 3 running shoes","magnifiques chaussures","manuela","trs belles je suis fan",2023-07-22,5,"verified purchase"
"1410","under armour men's surge 3 running shoes","buena marca a buen precio","cuauhtmoc","me gustaron mucho me quedaron como esperaba y son cmodos",2023-06-30,5,"verified purchase"
"1411","under armour men's surge 3 running shoes","parfait","labrador marron","confort et joliesparfait ",2022-11-07,4,"verified purchase"
"1412","under armour men's surge 3 running shoes","love the shoes","ken","shoes are nice just got the wrong size unfortunately but i will be reordering the correct size soon",2024-02-14,5,"verified purchase"
"1413","under armour men's surge 3 running shoes","more comforts than a warm blanket on a cold winter night","andrew","i had stuck with under armour shoes for roughly  years when i swapped back to nike for my last pair i didnt remember what i was missing with comfort until i got this pair as a christmas gift from my wife  so comfortable but dont look like a dad shoe that i would be mowing with knee high socks in the yard",2024-01-16,5,"verified purchase"
"1414","under armour men's surge 3 running shoes","comfortable running shoe","mark s","always come back to under armour for shoes and do not regret it once again this shoe is comfortable and looks sleek would definitely recommend this shoe",2023-11-27,5,"verified purchase"
"1415","under armour men's surge 3 running shoes","exelente","enrique","muy cmodos",2024-02-14,5,"verified purchase"
"1416","under armour men's surge 3 running shoes","excelente producto","naiver urango","esta compra la hice para un familiar y a este le gust no solo porque son cmodos si no por la calidad y economa del producto ya que fueron comprados un poco por debajo del precio de lo habitual ha resultado ser una gran compra y no tengo queja alguna de los productos de under armour excelente",2024-01-30,5,"verified purchase"
"1417","under armour men's surge 3 running shoes","the style is clodyboaty","andrew","the product is good  but they look like clown shoes",2024-02-16,5,"verified purchase"
"1418","under armour men's surge 3 running shoes","dise un tanto diferente a las fotos","israel garca","el diseo y color difiere de las fotos",2024-02-02,4,"verified purchase"
"1419","under armour men's surge 3 running shoes","comodsimas","vanessa","tenis muy bonitos y lo mejor de todo muy cmodos",2024-02-24,4,"verified purchase"
"1420","under armour men's surge 3 running shoes","nice sneakers","roger fuller","i like the fit and color",2024-02-03,5,"verified purchase"
"1421","under armour men's surge 3 running shoes","cmodos","aureliotaor","se los regale a mi pap y le parecieron sper cmodos",2023-12-25,4,"verified purchase"
"1422","under armour men's surge 3 running shoes","under armour running shoes a winning pick for active youth","seeja","the under armour running shoes proved to be an excellent choice for my son their sleek design and comfortable fit immediately caught his attention and hes been thoroughly impressed with their performance during his runs the shoes offer reliable support and cushioning providing the comfort needed for longer distances the durability of the materials used is noteworthy holding up well to the wear and tear of an active lifestyle as a parent i appreciate the brands commitment to quality and my son is genuinely happy with his under armour running shoes  a solid investment for any young active individual",2023-11-10,5,"verified purchase"
"1423","under armour men's surge 3 running shoes","nice shoe looks good but a little stiff","israel ruimy","nice shoe looks good but a little stiff",2024-01-25,4,"verified purchase"
"1424","under armour men's surge 3 running shoes","einfacher lauf schuh","thomas","gut verarbeitet  preis leistung gut",2024-02-18,4,"verified purchase"
"1425","under armour men's surge 3 running shoes","buena bota y bonita","antonio","muy bien para andar",2024-02-03,4,"verified purchase"
"1426","under armour men's surge 3 running shoes","muy recomendados","mir morena","bellos zapatos los recomiendo",2023-12-31,5,"verified purchase"
"1427","under armour men's surge 3 running shoes","cmodas o bonitas","mac","las compr en oferta a  y por ese precio estn genialeshe corrido en cinta  minutos a kmhora peso  kg y ninguna molestia por ahora",2024-01-10,4,"verified purchase"
"1428","under armour men's surge 3 running shoes","muy cmodos","luis b","son muy cmodos para correr y entrenar",2023-12-19,5,"verified purchase"
"1429","under armour men's surge 3 running shoes","lo que queria","nieves garcia","bien de tamao cmodos ya los conoca",2024-01-18,4,"verified purchase"
"1430","under armour men's surge 3 running shoes","love them","oscar p","i just received the shoes and couldnt be more happy they are really confortable and great for walking long distances no matter the terrain definitely worth it",2023-12-28,5,"verified purchase"
"1431","under armour men's surge 3 running shoes","exelente producto","luis vazquez","exelente producto calidad precio aunque si los vas a comprar como sugerencia compra una talla menor a la que usas normalmente yo compr unos del  parecen del nmero y los del  me quedaron como del  por lo dems exelentes super recomendables",2023-11-12,4,"verified purchase"
"1432","under armour men's surge 3 running shoes","great fit  lightweight and holding up","luis vazquez","overall a comfortable running shoe lightweight and affordable probably not as hardwearing and more expensive models and brands but for a daily k they have been doing the do",2023-10-20,5,"verified purchase"
"1433","under armour men's surge 3 running shoes","poca duracin","orhan","me gusta el calzado pero los que compr antes me duraron poco espero que este dure ms",2023-11-28,5,"verified purchase"
"1434","under armour men's surge 3 running shoes","geniales","martin duran","segundo par que me compro dado que el primero lo encontr rebajado y tras estar usndolas para caminarcorrer tres veces en semana durante  meses siguen casi iguales este segundo par que tambin tena descuento aunque lo hubiera comprado sin descuento lo quiero para el da a da porque son muy cmodas y ligeras no te das cuenta ni que las llevas adems de muy bonitas y lucen para vestir el envo a canarias las dos veces rpido bien embalado y todo correcto son de marca y adems el precio sin descuento est muy bien dado que la calidad de las deportivas es igual a otras que duplican su precio",2023-12-14,4,"verified purchase"
"1435","under armour men's surge 3 running shoes","genial","neida m","calidad inmejorable",2024-01-20,4,"verified purchase"
"1436","under armour men's surge 3 running shoes","buenas y comodas","jessica","material lavable transpirables comodas y muy bonitas solo que no son muy flexibles suela de goma dura sobretodo el talon",2023-11-20,5,"verified purchase"
"1437","under armour men's surge 3 running shoes","not too shabby","jccc","they look much more plastic in reality theyre quite uncomfortable at first but pretty nice after a week or two",2023-11-11,5,"verified purchase"
"1438","under armour men's surge 3 running shoes","suaves para correr","dylan mayberry","pisada firme y suave antiderrapante buenos tenis para salir a entrenar",2023-11-24,4,"verified purchase"
"1439","under armour men's surge 3 running shoes","calidadprecio","viientto","muy buena relacin calidad precio muy cmodas el nico pero el color las quera negras y me confund con las azul oscuro error mo al no fijarme en el enunciado del color ojo al elegir",2023-12-13,4,"verified purchase"
"1440","under armour men's surge 3 running shoes","comfortable but","alberto","the feel very comfortable but the color is a little more neon than i was expecting the shoe seems to run a little narrow so keep that in mind all in all its a great shoe for the price",2023-10-14,5,"verified purchase"
"1441","under armour men's surge 3 running shoes","fit for active lifestyle people","aebfreelance","these are perfect for my active lifestyle and comfortable for causal wear in my downtime too",2023-10-08,4,"verified purchase"
"1442","under armour men's surge 3 running shoes","very good","amazon customer","great for the gym  running on treadmill and look good as well",2023-12-31,4,"verified purchase"
"1443","under armour men's surge 3 running shoes","just as advertised","don","perfect fit i wear them primarily for long distance bicycle rides  they fit perfect in the pedal boots on my bike",2023-10-17,5,"verified purchase"
"1444","under armour men's surge 3 running shoes","perfect fit and comfort for moderate run and long walks","jk","i simply love these shoes  best buy",2023-12-31,4,"verified purchase"
"1445","under armour men's surge 3 running shoes","size perfect","jose j cucalon","wonderful shoe",2023-12-26,5,"verified purchase"
"1446","under armour men's surge 3 running shoes","funciona perfecto","jim romero","me encanta esta marca los zapatos estn geniales son de muy buena calidad",2023-12-17,5,"verified purchase"
"1447","under armour men's surge 3 running shoes","deal day bargain","hatter","i really like the shoe they look nice  the fit is excellent my size is  they are very comfortablei was able to buy this shoe on one of the prime deal days for  i liked them and wanted to buy another pair unfortunately the price was now  i guess i really got a bargain if they go back on sale ill buy another pair or ",2023-10-28,5,"verified purchase"
"1448","under armour men's surge 3 running shoes","just as advertised","kathy j teal","its all good",2023-12-27,5,"verified purchase"
"1449","under armour men's surge 3 running shoes","new shoes","ek","the shoes fit great cant wait to break them in and use them on the treadmill",2023-12-12,5,"verified purchase"
"1450","under armour men's surge 3 running shoes","good deal","angelo a munn","fits perfectly",2023-12-24,5,"verified purchase"
"1451","under armour men's micro pursuit road running shoe","dissapointing comfortable but torn and broke easily","dominic tyler","just unwrapped and put on  noticed right shoe is torn but i need them now and dont want to wait for a return so have to put up with it comfortable otherwise in the  mins ive been wearing themupdate after  weeks one of the shoe lace hooks broke  i havent donned these trainers differently to any previous pair so am fairly sure its not me pulling them too tightupdate after  weeks chucked as a second shoe lace hook broke ",2023-09-19,4,"verified purchase"
"1452","under armour men's micro pursuit road running shoe","comodidad","dominic tyler",NA,2023-12-11,1,"verified purchase"
"1453","under armour men's micro pursuit road running shoe","my second pair","alberto g","these are super comfortable i do a lot of walking and if i dont have to wear my boots i wear these",2023-05-11,1,"verified purchase"
"1454","under armour men's micro pursuit road running shoe","lovely trainers but came damaged","chris hitchings","lovely comfy trainers sadly the package was all damaged so bad that i couldnt keep the box mind",2021-04-04,4,"verified purchase"
"1455","under armour men's micro pursuit road running shoe","trainers","thomas llewellyn","mr trainers have a mark on",2024-01-11,5,"verified purchase"
"1456","under armour men's micro pursuit road running shoe","comfortable","amazon customer","although comfortable they do squeak ",2023-08-19,3,"verified purchase"
"1457","under armour men's micro pursuit road running shoe","nice shoe","laura",NA,2023-08-28,3,"verified purchase"
"1458","under armour men's micro pursuit road running shoe","comfy","echo","light and looks good",2023-11-22,4,"verified purchase"
"1459","under armour men's micro pursuit road running shoe","comfy but not going to last","mick","really like the fight and comfort of these but already the front of the sole is coming away and i just cant see them lasting shame",2023-08-15,4,"verified purchase"
"1460","under armour men's micro pursuit road running shoe","nice trainers","rich m","quality trainers  this is the nd pair of this brand i have bought for my son and he loves them  the grey colour is great so overall a good buy",2023-09-13,5,"verified purchase"
"1461","under armour men's micro pursuit road running shoe","decent all round gym trainer","amazon customer","bought as my old nikes were dropping to bitsfirst few times using they are quite slippery so make sure to be carefulfound them very lightweight and comfy no blisters etc and work great for the treadmill look relatively stylish toowould recommend",2023-02-12,4,"verified purchase"
"1462","under armour men's micro pursuit road running shoe","trainers","ritchie mcpike","fit well  nice and light",2023-10-08,4,"verified purchase"
"1463","under armour men's micro pursuit road running shoe","meine quietscher nach einem jahr","jan jope","ich nutze die schuhe ca einmal die woche und ziehe nach einem jahr ein resmeedickes minus da die schuhe quietschen nicht wenn sie feucht sind sondern permanent bei jedem schritt ich dachte ich kann das rauslaufen leider ohne erfolgkleines minus da die qualitt der schnrsenkelsen von anfang an eher mittelmig war teilweise kleine fden die abstanden auch an den rndern teilweise kleine abstehende fdendie schuhe sind bequem preis leistung eher mittelmig",2023-08-31,5,"verified purchase"
"1464","under armour men's micro pursuit road running shoe","great shoes but with squeaking included","jan jope","i dont know why but the pair i got came with squeaking included shoes are very comfortable and i am pleased with it barring the odd noise when i walk irrespective of the floor",2023-06-18,3,"verified purchase"
"1465","under armour men's micro pursuit road running shoe","buona","andrea bertocco","una sniker da passeggio non certo per correre",2023-07-04,3,"verified purchase"
"1466","under armour men's micro pursuit road running shoe","trainers","onorino paluzzi","look good and comfy",2023-05-03,3,"verified purchase"
"1467","under armour men's micro pursuit road running shoe","light and comfortable","june","these are very comfortable easy and quick to put on and remove",2023-07-30,4,"verified purchase"
"1468","under armour men's micro pursuit road running shoe","ok  sturdy","john penman","sturdy but if you have a foot pain than you might need a better one",2023-02-17,4,"verified purchase"
"1469","under armour men's micro pursuit road running shoe","ideal for weights but wouldnt use for cardio","moonsday","lacking support in the heel and the ball of the foot but theyre good if youre doing weight and dont want bare feet or socksbut if youre looking to cross train or cardio then look elsewhere",2023-05-08,3,"verified purchase"
"1470","under armour men's micro pursuit road running shoe","good quality good fit great styling","sam kensington","nothing to dislike very light very comfortable a great looking sports shoe from a reputable company",2023-08-28,4,"verified purchase"
"1471","under armour men's micro pursuit road running shoe","good","mason","good",2023-09-18,4,"verified purchase"
"1472","under armour men's micro pursuit road running shoe","very comfortable","craig hill","great trainers wet in the rain do squeak  which is irritating in a shopping centre",2023-07-31,5,"verified purchase"
"1473","under armour men's micro pursuit road running shoe","very comfortable","davidroseman","perfect size well made out for first run am they were brilliant been a runner for  years slowing down now best value running shoes i have ever had you will not regret buying these",2023-05-22,5,"verified purchase"
"1474","under armour men's micro pursuit road running shoe","great","daniel ball","can t fault them",2023-07-15,5,"verified purchase"
"1475","under armour men's micro pursuit road running shoe","great value but ","mark uttley","maybe come up a bit small but very comfy unfortunately  months in and  sole is delaminating which results in a very annoying squeak with every step i cant see how to return but will try",2023-08-29,5,"verified purchase"
"1476","under armour men's micro pursuit road running shoe","comfortable and good for short and middle distance runs","mrconwaytwitty","bought at a very reasonable price a few months ago comfortable fit and have given me no problems since ive had them i generally do k runs so cant comment on suitability for longer distances but would recommend the shoes based on my own experience and usage",2022-12-29,2,"verified purchase"
"1477","under armour men's micro pursuit road running shoe","very good trainers and comfortable","star","right size comfortable lightweight trainers",2023-06-20,5,"verified purchase"
"1478","under armour men's micro pursuit road running shoe","ideal","alan bates","ideal for walking and kind to my feet  i suffer with arthritis so footwear is so important for me and these trainers are ideal",2023-04-26,5,"verified purchase"
"1479","under armour men's micro pursuit road running shoe","random purchase","jacqui","purchased for my son he liked the colour and under armour branding a extra pair of running trainers added to his workout he said fit was perfect  size  but shall try them out in due course ",2022-04-13,5,"verified purchase"
"1480","under armour men's micro pursuit road running shoe","very good","tommy","quality running shoe with low price",2023-04-30,4,"verified purchase"
"1481","under armour men's micro pursuit road running shoe","under hammer trainers","nick widdowson","very comfortable great value for money",2023-04-28,4,"verified purchase"
"1482","under armour men's micro pursuit road running shoe","noisy","daniel","had  pairs first started off squeeky and was fine after a  bit of use but the new ones are really squeaky continued to use thinking it would stop like the lasr ones but nope now i wont wear them anywhere but around the house as they squeek everywhere i go seems to be the sole treadwould return but cant as used",2023-05-19,5,"verified purchase"
"1483","under armour men's micro pursuit road running shoe","nice shoes","i know coffee","nice shoes so far so good i would say they are maybe  a size larger than they should be so bare that in mind",2022-05-23,2,"verified purchase"
"1484","under armour men's micro pursuit road running shoe","look good","goodqualitybooks","good value and good price",2023-05-15,4,"verified purchase"
"1485","under armour men's micro pursuit road running shoe","light and comfortable trainer","robin charlton","quick service and trainers was just as shownlight and comfortable",2023-05-13,5,"verified purchase"
"1486","under armour men's micro pursuit road running shoe","perfect for all aspects of training running or walking","david norton","bit tight but seem to be loosening up nicely comfortable to wear when walking or running and look nice",2022-06-10,5,"verified purchase"
"1487","under armour men's micro pursuit road running shoe","ok","tony bethune","the media could not be loaded                                                                        very good product excellent fit",2022-01-19,4,"verified purchase"
"1488","under armour men's micro pursuit road running shoe","ottime scarpe ottimo marchio","danilo","il marchio non si discute il migliore per lo sport scarpe ben fatte comodissime molto leggere",2023-05-01,4,"verified purchase"
"1489","under armour men's micro pursuit road running shoe","nice trainer for the price very comfy fit","terry alford","comfy fit",2022-06-16,5,"verified purchase"
"1490","under armour men's micro pursuit road running shoe","fine if it wasnt so squeaky","mr j l clover","look great pretty comfortable if not as good as topend running shoesnot a bad shoe completely ruined by the fact that they squeak with every step buy if you want everyone to hear you coming",2023-04-01,4,"verified purchase"
"1491","under armour men's micro pursuit road running shoe","avoid","nikki","first time getting my son ua these are  weeks old and falling to bits",2023-06-21,4,"verified purchase"
"1492","under armour men's micro pursuit road running shoe","fit nicely but squeak","nikki","my shoes constantly squeak and ive only just got them its really annoying but otherwise they fit id like a pair that dont squeak after  hours at the gym",2023-04-21,2,"verified purchase"
"1493","under armour men's micro pursuit road running shoe","aufpassen bei der gre","cohen george","ich habe die schuhe bestellt ohne tatschlich darauf zu achten welche gre es ist da sie im angebot warenoptisch definitiv der bringer und bei der marke stimmt preis leistung immer aber zum komfort kann ich nichts sagen weil dieses paar direkt am nchsten tag wieder zurck ging aber die erstattung lief einwandfrei und das geld ist am nchsten tag wieder da gewesen sehr zu empfehlen",2022-02-16,2,"verified purchase"
"1494","under armour men's micro pursuit road running shoe","comfy but squeaky","pzech","fine for the first few days then the sole started to squeak so sent them back",2023-05-30,2,"verified purchase"
"1495","under armour men's micro pursuit road running shoe","good product","miss l bainbridge","good productno complaintsa real nice pair of trainers",2023-01-03,5,"verified purchase"
"1496","under armour men's micro pursuit road running shoe","scarpe da corsa uomounder armour micro g pursuit","nick","calzano beneconforme all anteprima",2022-08-04,2,"verified purchase"
"1497","under armour men's micro pursuit road running shoe","excelente","yqpone","relao qualidade preo",2023-04-14,5,"verified purchase"
"1498","under armour men's micro pursuit road running shoe","okiees","filipe porfirio","okiees",2022-04-06,4,"verified purchase"
"1499","under armour men's micro pursuit road running shoe","great fit and a great price","tariq","bought these for my  year old and he loves them they are super comfy and lightweight so he can run very fast they fit great and i loved the price as hes now in adult sizes",2022-02-06,5,"verified purchase"
"1500","under armour men's micro pursuit road running shoe","great product","maz","great product",2022-12-08,4,"verified purchase"
"1501","caterpillar","jai port des bottes pendant prs de  ans","taz","jai port des bottes pendant prs de  ans que ce soit pour le travail ou les loisirs cest la premire fois que jachte des bottes caterpillar et depuis le premier jour jusqu maintenant aprs une semaine de port je suis entirement satisfait elles me vont parfaitement en taille  et elles sont galement larges le cuir est souple et ne frotte nulle part et les semelles sont solidesjapprcie normment le fait quelles soient  la fois spacieuses et bien ajustes le cuir de qualit suprieure est trs agrable au toucher et ne provoque aucune irritation de plus les semelles rsistantes offrent une adhrence solide ce qui est essentiel pour moi lors de mes activits extrieuresjai pu les acheter en promotion de  euros   euros puis amazon a offert une rduction de  euros ce qui ne ma cot que  euros une vraie affaire ",2023-07-04,4,"verified purchase"
"1502","caterpillar","kaufempfehlung","tobias","hallo leutehatte mir den schuh gestern abend bestellt und heute mittag um drei war er schon da topdas produkt sieht genau so aus wie auf den fotos sogar besser finde ich man muss nichtgenau hinschauen um zu erkennen das der schuh super verarbeitet ist und einen sehr solideneindruck macht denke ich werde mit ihm eine jede menge spa haben und einige kilometerreien knnenaber vorsicht wie ich in einigen rezenionen lesen konnte fllt der schuh ziemlich gro ausda kann ich nur zustimmen also lieber eine nummer kleiner bestellen ich habs gemacht und er passtperfektmein fazit super verarbeitet sehr bequem warm das geld auf jedenfall wert vorsicht schuh fllt gro ausmein tip wenn der schuh gefllt dann kaufen",2012-10-11,5,"verified purchase"
"1503","caterpillar","joli mais trop grand","nathalie d","j ai command cet article en taille  et il est bcp trop grand et large j attends l change en taille ",2014-11-26,5,"verified purchase"
"1504","caterpillar","leider zu klein","lars hertel","an sich ein super schuhe sieht gut aus und die qualitt ist sehr gutnur leider fr meine groen fue ziu klein",2016-01-14,4,"verified purchase"
"1505","caterpillar","strong and sturdy","anthony francis","worn for a month so far and holding up well the boots have a nice hard sole which i prefer to the usual sponge which gives me a bad back and find it gives me a more secure footing and during an  hr shift they are doing well and stay comfortable all day",2024-02-05,3,"verified purchase"
"1506","caterpillar","step by step","anthony francis","non c tanto da dire su questo prodotto che ancora una volta si conferma comodo robusto caldo glamour e indistruttibile",2023-12-15,5,"verified purchase"
"1507","caterpillar","cats a quality i could trust and hopefully can ongoing","gino","excellent quality im reading many reviews of cat changing their quality like many having them made in china etc its a bad idea to lose the quality of a well known brandim hoping i dont have probs with these as my last pair lasted a year im hard on shoes  and thats why i buy cats",2016-02-10,5,"verified purchase"
"1508","caterpillar","amazon","lovin a bargain","snygga kngor med en bra passform jag har storlek eu och kpte en storlek eu",2024-02-22,5,"verified purchase"
"1509","caterpillar","achat bottines caterpillar","joacim sderberg","tout tait en ordre et correspondait  la commande",2023-12-01,5,"verified purchase"
"1510","caterpillar","i am really pleased with the cat colorado boot as they have the ","gras","as i had club feet at birth finding footwear that fit well is difficult i am really pleased with the cat colorado boot as they have the wider fit and are very comfortable the only thing i had a problem with was driving in them as my peddles are quite close together just something to get used to",2016-02-05,5,"verified purchase"
"1511","caterpillar","sehr robust","kritik","einzig der sttzefdekt fr die knchel ist etwas schwach sonst sohle top oberleder top alles in allem ein super guter schuh",2024-02-23,4,"verified purchase"
"1512","caterpillar","confort et qualit","stifou","achet pour le modle et la marque trs bien not depuis des annes jai pris ma taille habituelle et jai un peu de place en trop avec des chaussettes fines et un pied pas trop large sans tre finla chaussure est confortable et semble bien solide a voir dans le temps mais je suis confiant",2023-11-29,5,"verified purchase"
"1513","caterpillar","produit de qualit et prix correct","thierry","produit de qualit et prix correct",2023-09-16,5,"verified purchase"
"1514","caterpillar",NA,NA,NA,2019-12-17,5,"verified purchase"
"1515","caterpillar","this amazon traded product is genuine and as fantastic as caterpillar ever are","george stock","i wear caterpillar boots to support my ankles instead of having ugly medical supports but also as a fashion statement they are the only make that suit my wide feet  that are misshapen because of my eds a bleeding and collagen disorder ie toes twisted and big toe joint enlarged and twistedi have a range of cat boots in different colours and had never tried the colorado style beforeabsolutely fantastic  i put them on two days ago and wore them the rest of the day i have to wear boots inside and continually anyway while up and about sheer bliss the leather is strong with a protective coat so shed water and nikwax spray so do not bother to use it they are strong and have protective toes caps but also amazingly comfortable immaculate condition on arrival and look amazing with fairly tight jeans and slim legsyou can ignore most of this review but rest assured that these are not fake as said by some bought direct from amazon they were as described and genuine they have a product serial number and age came with a scan image have genuine labels sewn in which are identical to their normal ones etc and i should knowi bought mens wide hooping that they would be snug around the ankles they arethough much of the rcaterpillar ange in womens and mens are chunky by normal leisure standards but if you are used to walking boots rather than strappy sandals  do a lot of minor  or walks outside or work manually then you would love themi have only ever worn out one pair of ccterpillars to the extent that they are stained and scruffy ithey were second hand though i have tried doc martens which are good and more a fashion item especially for students but the fit is not right for mei judge by the soles and not the design in general as it is a better predictor of a wide fit  they need to be fairly rigid and tough to prevent stones from digging in ones feet etc even if you are in the range of normal for footwear a nonwide fit pair are roomy and comfortable but i have to stretch those for above reasons and they do not improve my balance as much as the wider soles  if you know someone with eds then they may think along the same lines as me as i want to keep on my feet for as long as possible and have regular ligament tears to recover from i get so many compliments about my bright blue boots and my yellow ones i would like some pink ones but have never found them at reduced price in my size happy feet happy souls",2020-11-23,5,"verified purchase"
"1516","caterpillar","perfekta","jan sterman","supersnygga skna och helt rtt storlek",2023-09-08,5,"verified purchase"
"1517","caterpillar","ottimo prodotto","jan sterman","ottimo prodotto come da descrizione comodi e misura giusta resistenti",2024-01-07,5,"verified purchase"
"1518","caterpillar","five stars","diego","roomy but great with boot socks look good whatever the weather",2015-12-17,5,"verified purchase"
"1519","caterpillar","parfait","bluebell","bonne qualit ",2023-12-16,5,"verified purchase"
"1520","caterpillar","five stars","luzi","arrived on time boots  exactly as expected",2018-06-25,5,"verified purchase"
"1521","caterpillar","es una excelente pieza de calzado","daniel caamal","he tenido algunos pares de botas de esta marca estoy fascinado por su comodidad y no tanto por su precio aproveche una oferta que recib de amazon para adquirir un par de estas botas  a un precio de risa y estoy completamente satisfecho si bien me quedaron un pelin grandes es lo que esperaba y nada que unas plantillas no solucionen",2017-11-25,4,"verified purchase"
"1522","caterpillar","calidad inmejorable","francisco rosas carames","los borseguies son de excelente calidad es el tercer par que compro de la misma marca el color es muy claro y se manchan facilmente debido a esto es muy recomendable ponerles algna grasa impermeabilizante que impide que se manche el cuero estas grasas les cambian el color quedando ms oscuros y a m gusto ms lindos adjunto fotos del cambio de color",2024-01-04,5,"verified purchase"
"1523","caterpillar","swietne buty","francisco rosas carames","bardzo dobre buty wysoka jako i wygladaj swietnie mam stop cm  rozmiar nr jest idealny",2023-10-25,5,"verified purchase"
"1524","caterpillar","r a s","nahayu","commande passe le  aot reue le  aot donc assez rapidement lexpditeur tant en allemagne colis bien emball et produit conforme aux attentesconclusion je suis satisfait de mon achat ",2015-08-28,5,"verified purchase"
"1525","caterpillar","goed","slr","goede kwaliteot valt groot uit neem  maat kleiner",2020-01-10,5,"verified purchase"
"1526","caterpillar","the boots were of good quality and fit was good","michel v","these were bought as part of my sons christmas the boots were of good quality and fit was good  sadly after only wearing boots three times one of the lace eyelets fell off and the boots were returned and replacement pair sent out to us this was the first time i had returned any items to amazon but process proved to be quite simple hoping replacement pair will not have the same problem  would have rated  star if first pair had not been returned",2016-01-09,4,"verified purchase"
